PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Notes,actual_population,latitude,longitude,xSampleName,population,WEpopulationWE
blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank,Emarginata_Plate3_2014,H12,blank,none,,,,,162,,
blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank,Emarginata_Plate5_2014,H12,blank,none,,,,,blank2_,,
P30282,LT72,A20122,LT72,none,none,nature,wild,none,S40283,LT72,leaf,Emarginata_Plate4_2014,C4,2881,none,,T4,-33.9407,115.24699,LT72_T4,D,1
P30283,LT13,A20123,LT13,none,none,nature,wild,none,S40284,LT13,leaf,Emarginata_Plate4_2014,D4,3055,none,,T2,-32.83124,116.4706,LT13_T2,B,7
P30284,LT11,A20124,LT11,none,none,nature,wild,none,S40285,LT11,leaf,Emarginata_Plate4_2014,E4,3057,none,,T2,-32.82808,116.47256,LT11_T2,B,7
P30285,LT77,A20125,LT77,none,none,nature,wild,none,S40286,LT77,leaf,Emarginata_Plate4_2014,F4,2876,none,,T4,-33.91629,115.48325,LT77_T4,D,1
P30286,LT91,A20126,LT91,none,none,nature,wild,none,S40287,LT91,leaf,Emarginata_Plate4_2014,G4,2862,none,failed,T4,-33.99345,116.06799,LT91_T4,D,3
P30287,LT76,A20127,LT76,none,none,nature,wild,none,S40288,LT76,leaf,Emarginata_Plate4_2014,H4,2877,none,,T4,-33.91811,115.44986,LT76_T4,D,1
P30288,S2T13,A20128,S2T13,none,none,nature,wild,none,S40289,S2T13,leaf,Emarginata_Plate4_2014,A5,2819,none,,S2,-32.38584,116.31461,S2T13_S2,A,6
P30289,LT87,A20129,LT87,none,none,nature,wild,none,S40290,LT87,leaf,Emarginata_Plate4_2014,B5,2866,none,,T4,-33.99268,115.8452,LT87_T4,D,2
P30290,S5T10,A20130,S5T10,none,none,nature,wild,none,S40291,S5T10,leaf,Emarginata_Plate4_2014,C5,3007,none,,S5,-32.74302,116.07868,S5T10_S5,B,3
P30291,LT84,A20131,LT84,none,none,nature,wild,none,S40292,LT84,leaf,Emarginata_Plate4_2014,D5,2869,none,,T4,-33.96102,115.70586,LT84_T4,D,2
P30292,LT51,A20132,LT51,none,none,nature,wild,none,S40293,LT51,leaf,Emarginata_Plate4_2014,E5,2755,none,,T3,-33.27108,116.52245,LT51_T3,C,7
P30293,LT111,A20133,LT111,none,none,nature,wild,none,S40294,LT111,leaf,Emarginata_Plate4_2014,F5,2950,none,,T5,-34.49363,116.63436,LT111_T5,E,8
P30294,LT98,A20134,LT98,none,none,nature,wild,none,S40295,LT98,leaf,Emarginata_Plate4_2014,G5,2994,none,,T4,-34.10289,116.46612,LT98_T4,D,6
P30295,LT32,A20135,LT32,none,none,nature,wild,none,S40296,LT32,leaf,Emarginata_Plate4_2014,H5,3019,none,,T2,-32.75137,116.16,LT32_T2,B,4
P30296,LT35,A20136,LT35,none,none,nature,wild,none,S40297,LT35,leaf,Emarginata_Plate4_2014,A6,3001,none,,T2,-32.71638,116.05927,LT35_T2,B,3
P30297,S1T13,A20137,S1T13,none,none,nature,wild,none,S40298,S1T13,leaf,Emarginata_Plate4_2014,B6,2845,none,,S1,-32.34804,116.09123,S1T13_S1,A,3
P30298,S7T3,A20138,S7T3,none,none,nature,wild,none,S40299,S7T3,leaf,Emarginata_Plate4_2014,C6,2769,none,,S7,-33.22523,116.58746,S7T3_S7,C,8
P30299,S3T7,A20139,S3T7,none,none,nature,wild,none,S40300,S3T7,leaf,Emarginata_Plate4_2014,D6,2806,none,,S3,-32.451,116.53197,S3T7_S3,A,7
P30300,LT80,A20140,LT80,none,none,nature,wild,none,S40301,LT80,leaf,Emarginata_Plate4_2014,E6,2873,none,,T4,-33.92577,115.5812,LT80_T4,D,1
P30301,S9T2,A20141,S9T2,none,none,nature,wild,none,S40302,S9T2,leaf,Emarginata_Plate4_2014,F6,2991,none,,S9,-34.07825,116.57017,S9T2_S9,D,7
P30302,LT3,A20142,LT3,none,none,nature,wild,none,S40303,LT3,leaf,Emarginata_Plate4_2014,G6,2835,none,,T1,-32.36928,116.18626,LT3_T1,A,5
P30303,LT30,A20143,LT30,none,none,nature,wild,none,S40304,LT30,leaf,Emarginata_Plate4_2014,H6,3038,none,,T2,-32.80313,116.24879,LT30_T2,B,5
P30304,S3T10,A20144,S3T10,none,none,nature,wild,none,S40305,S3T10,leaf,Emarginata_Plate4_2014,A7,2803,none,,S3,-32.45121,116.53616,S3T10_S3,A,7
P30305,LT66,A20145,LT66,none,none,nature,wild,none,S40306,LT66,leaf,Emarginata_Plate4_2014,B7,2739,none,,T3,-33.31934,115.73087,LT66_T3,C,2
P30306,LT115,A20146,LT115,none,none,nature,wild,none,S40307,LT115,leaf,Emarginata_Plate4_2014,C7,2946,none,,T5,-34.27254,116.19529,LT115_T5,E,5
P30307,S3T15,A20147,S3T15,none,none,nature,wild,none,S40308,S3T15,leaf,Emarginata_Plate4_2014,D7,2798,none,,S3,-32.45177,116.54329,S3T15_S3,A,7
P30308,LT41,A20148,LT41,none,none,nature,wild,none,S40309,LT41,leaf,Emarginata_Plate4_2014,E7,2795,none,,T2,-32.67619,115.85899,LT41_T2,B,2
P30309,LT8,A20149,LT8,none,none,nature,wild,none,S40310,LT8,leaf,Emarginata_Plate4_2014,F7,2815,none,,T1,-32.43634,116.40794,LT8_T1,A,6
P30310,S4T14,A20150,S4T14,none,none,nature,wild,none,S40311,S4T14,leaf,Emarginata_Plate4_2014,G7,3022,none,,S4,-32.79194,116.22904,S4T14_S4,B,5
P30311,LT62,A20151,LT62,none,none,nature,wild,none,S40312,LT62,leaf,Emarginata_Plate4_2014,H7,2743,none,,T3,-33.31871,115.98141,LT62_T3,C,2
P30312,S5T5,A20152,S5T5,none,none,nature,wild,none,S40313,S5T5,leaf,Emarginata_Plate4_2014,A8,3012,none,,S5,-32.74787,116.08394,S5T5_S5,B,3
P30313,S1T10,A20153,S1T10,none,none,nature,wild,none,S40314,S1T10,leaf,Emarginata_Plate4_2014,B8,2848,none,,S1,-32.34517,116.08793,S1T10_S1,A,3
P30314,LT118,A20154,LT118,none,none,nature,wild,none,S40315,LT118,leaf,Emarginata_Plate4_2014,C8,2943,none,,T5,-33.80476,115.67003,LT118_T5,E,2
P30315,LT83,A20155,LT83,none,none,nature,wild,none,S40316,LT83,leaf,Emarginata_Plate4_2014,D8,2870,none,,T4,-33.95417,115.67508,LT83_T4,D,2
P30316,S9T8,A20156,S9T8,none,none,nature,wild,none,S40317,S9T8,leaf,Emarginata_Plate4_2014,E8,2985,none,,S9,-34.07595,116.57994,S9T8_S9,D,8
P30317,LT1,A20157,LT1,none,none,nature,wild,none,S40318,LT1,leaf,Emarginata_Plate4_2014,F8,2837,none,,T1,-32.35943,116.12353,LT1_T1,A,4
P30318,S1T14,A20158,S1T14,none,none,nature,wild,none,S40319,S1T14,leaf,Emarginata_Plate4_2014,G8,2844,none,,S1,-32.34943,116.09187,S1T14_S1,A,3
P30319,S9T15,A20159,S9T15,none,none,nature,wild,none,S40320,S9T15,leaf,Emarginata_Plate4_2014,H8,2978,none,,S9,-34.07245,116.59295,S9T15_S9,D,8
P30320,S4T6,A20160,S4T6,none,none,nature,wild,none,S40321,S4T6,leaf,Emarginata_Plate4_2014,A9,3032,none,,S4,-32.80495,116.22237,S4T6_S4,B,5
P30321,S5T6,A20161,S5T6,none,none,nature,wild,none,S40322,S5T6,leaf,Emarginata_Plate4_2014,B9,3011,none,,S5,-32.74915,116.08443,S5T6_S5,B,3
P30322,LT7,A20162,LT7,none,none,nature,wild,none,S40323,LT7,leaf,Emarginata_Plate4_2014,C9,2816,none,,T1,-32.40617,116.35989,LT7_T1,A,6
P30323,LT85,A20163,LT85,none,none,nature,wild,none,S40324,LT85,leaf,Emarginata_Plate4_2014,D9,2868,none,,T4,-33.96866,115.73733,LT85_T4,D,2
P30324,S6T4,A20164,S6T4,none,none,nature,wild,none,S40325,S6T4,leaf,Emarginata_Plate4_2014,E9,2783,none,,S6,-33.36876,116.17751,S6T4_S6,C,4
P30325,S3T13,A20165,S3T13,none,none,nature,wild,none,S40326,S3T13,leaf,Emarginata_Plate4_2014,F9,2800,none,failed,S3,-32.45158,116.54031,S3T13_S3,A,7
P30326,LT48,A20166,LT48,none,none,nature,wild,none,S40327,LT48,leaf,Emarginata_Plate4_2014,G9,2788,none,,T2,-32.85978,115.70316,LT48_T2,B,2
P30327,S7T2,A20167,S7T2,none,none,nature,wild,none,S40328,S7T2,leaf,Emarginata_Plate4_2014,H9,2770,none,,S7,-33.22421,116.5879,S7T2_S7,C,8
P30328,LT39,A20168,LT39,none,none,nature,wild,none,S40329,LT39,leaf,Emarginata_Plate4_2014,A10,2797,none,,T2,-32.6642,115.88882,LT39_T2,B,2
P30329,S10T15,A20169,S10T15,none,none,nature,wild,none,S40330,S10T15,leaf,Emarginata_Plate4_2014,B10,2956,none,,S10,-34.73116,116.69988,S10T15_S10,E,9
P30330,S1T8,A20170,S1T8,none,none,nature,wild,none,S40331,S1T8,leaf,Emarginata_Plate4_2014,C10,2850,none,,S1,-32.34417,116.08468,S1T8_S1,A,3
P30331,LT24,A20171,LT24,none,none,nature,wild,none,S40332,LT24,leaf,Emarginata_Plate4_2014,D10,3044,none,,T2,-32.83896,116.47299,LT24_T2,B,7
P30332,LT73,A20172,LT73,none,none,nature,wild,none,S40333,LT73,leaf,Emarginata_Plate4_2014,E10,2880,none,,T4,-33.94016,115.29103,LT73_T4,D,1
P30333,LT65,A20173,LT65,none,none,nature,wild,none,S40334,LT65,leaf,Emarginata_Plate4_2014,F10,2740,none,,T3,-33.30256,115.84466,LT65_T3,C,2
P30334,LT112,A20174,LT112,none,none,nature,wild,none,S40335,LT112,leaf,Emarginata_Plate4_2014,G10,2949,none,,T5,-34.4519,116.63707,LT112_T5,E,8
P30335,S4T10,A20175,S4T10,none,none,nature,wild,none,S40336,S4T10,leaf,Emarginata_Plate4_2014,H10,3026,none,,S4,-32.79152,116.22388,S4T10_S4,B,5
P30336,S7T10,A20176,S7T10,none,none,nature,wild,none,S40337,S7T10,leaf,Emarginata_Plate4_2014,A11,2762,none,,S7,-33.23113,116.57872,S7T10_S7,C,8
P30337,LT57,A20177,LT57,none,none,nature,wild,none,S40338,LT57,leaf,Emarginata_Plate4_2014,B11,2749,none,,T3,-33.37779,116.34279,LT57_T3,C,6
P30338,S4T3,A20178,S4T3,none,none,nature,wild,none,S40339,S4T3,leaf,Emarginata_Plate4_2014,C11,3035,none,,S4,-32.80117,116.22387,S4T3_S4,B,5
P30339,LT102,A20179,LT102,none,none,nature,wild,none,S40340,LT102,leaf,Emarginata_Plate4_2014,D11,2974,none,,T5,-34.8644,116.71801,LT102_T5,E,9
P30340,S9T3,A20180,S9T3,none,none,nature,wild,none,S40341,S9T3,leaf,Emarginata_Plate4_2014,E11,2990,none,,S9,-34.07795,116.57189,S9T3_S9,D,8
P30341,S1T4,A20181,S1T4,none,none,nature,wild,none,S40342,S1T4,leaf,Emarginata_Plate4_2014,F11,2854,none,,S1,-32.34112,116.07947,S1T4_S1,A,3
P30342,S4T1,A20182,S4T1,none,none,nature,wild,none,S40343,S4T1,leaf,Emarginata_Plate4_2014,G11,3037,none,,S4,-32.79277,116.22429,S4T1_S4,B,5
P30343,S3T2,A20183,S3T2,none,none,nature,wild,none,S40344,S3T2,leaf,Emarginata_Plate4_2014,H11,2811,none,failed,S3,-32.45064,116.52505,S3T2_S3,A,7
P30344,S10T6,A20184,S10T6,none,none,nature,wild,none,S40345,S10T6,leaf,Emarginata_Plate4_2014,A12,2965,none,,S10,-34.74414,116.70891,S10T6_S10,E,9
P30345,LT23,A20185,LT23,none,none,nature,wild,none,S40346,LT23,leaf,Emarginata_Plate4_2014,B12,3045,none,,T2,-32.83903,116.47152,LT23_T2,B,7
P30346,S3T11,A20186,S3T11,none,none,nature,wild,none,S40347,S3T11,leaf,Emarginata_Plate4_2014,C12,2802,none,,S3,-32.45135,116.53761,S3T11_S3,A,7
P30347,S8T11,A20187,S8T11,none,none,nature,wild,none,S40348,S8T11,leaf,Emarginata_Plate4_2014,D12,2889,none,,S8,-33.92248,115.3976,S8T11_S8,D,1
P30348,S10T10,A20188,S10T10,none,none,nature,wild,none,S40349,S10T10,leaf,Emarginata_Plate4_2014,E12,2961,none,failed,S10,-34.73829,116.70692,S10T10_S10,E,9
P30349,LT50,A20189,LT50,none,none,nature,wild,none,S40350,LT50,leaf,Emarginata_Plate4_2014,F12,2756,none,failed,T3,-33.24837,116.54433,LT50_T3,C,7
P30350,S8T1,A20190,S8T1,none,none,nature,wild,none,S40351,S8T1,leaf,Emarginata_Plate4_2014,G12,2899,none,failed,S8,-33.91994,115.41758,S8T1_S8,D,1
P30351,S6T8,A20191,S6T8,none,none,nature,wild,none,S40352,S6T8,leaf,Emarginata_Plate4_2014,H12,2779,none,failed,S6,-33.37213,116.1745,S6T8_S6,C,4
P30352,S4T4,A20192,S4T4,none,none,nature,wild,none,S40353,S4T4,leaf,Emarginata_Plate5_2014,A1,3034,none,,S4,-32.80259,116.22382,S4T4_S4,B,5
P30353,S8T8,A20193,S8T8,none,none,nature,wild,none,S40354,S8T8,leaf,Emarginata_Plate5_2014,B1,2892,none,,S8,-33.9217,115.4035,S8T8_S8,D,1
P30354,S10T8,A20194,S10T8,none,none,nature,wild,none,S40355,S10T8,leaf,Emarginata_Plate5_2014,C1,2963,none,,S10,-34.7418,116.70731,S10T8_S10,E,9
P30355,LT122,A20195,LT122,none,none,nature,wild,none,S40356,LT122,leaf,Emarginata_Plate5_2014,D1,2939,none,,T5,-33.52837,116.11449,LT122_T5,E,4
P30356,S1T18,A20196,S1T18,none,none,nature,wild,none,S40357,S1T18,leaf,Emarginata_Plate5_2014,E1,2840,none,,S1,-32.34893,116.0993,S1T18_S1,A,4
P30357,LT96,A20197,LT96,none,none,nature,wild,none,S40358,LT96,leaf,Emarginata_Plate5_2014,F1,2996,none,failed,T4,-34.08288,116.33988,LT96_T4,D,6
P30358,LT64,A20198,LT64,none,none,nature,wild,none,S40359,LT64,leaf,Emarginata_Plate5_2014,G1,2741,none,,T3,-33.29026,115.87714,LT64_T3,C,2
P30359,LT63,A20199,LT63,none,none,nature,wild,none,S40360,LT63,leaf,Emarginata_Plate5_2014,H1,2742,none,failed,T3,-33.29004,115.94493,LT63_T3,C,2
P30360,LT82,A20200,LT82,none,none,nature,wild,none,S40361,LT82,leaf,Emarginata_Plate5_2014,A2,2871,none,,T4,-33.94665,115.64286,LT82_T4,D,1
P30361,LT107,A20201,LT107,none,none,nature,wild,none,S40362,LT107,leaf,Emarginata_Plate5_2014,B2,2954,none,,T5,-34.65591,116.70369,LT107_T5,E,9
P30362,LT104,A20202,LT104,none,none,nature,wild,none,S40363,LT104,leaf,Emarginata_Plate5_2014,C2,2972,none,,T5,-34.81056,116.72263,LT104_T5,E,9
P30363,S9T6,A20203,S9T6,none,none,nature,wild,none,S40364,S9T6,leaf,Emarginata_Plate5_2014,D2,2987,none,,S9,-34.07668,116.57724,S9T6_S9,D,8
P30364,S2T4,A20204,S2T4,none,none,nature,wild,none,S40365,S2T4,leaf,Emarginata_Plate5_2014,E2,2828,none,,S2,-32.37493,116.31,S2T4_S2,A,6
P30365,LT27,A20205,LT27,none,none,nature,wild,none,S40366,LT27,leaf,Emarginata_Plate5_2014,F2,3041,none,,T2,-32.86815,116.38445,LT27_T2,B,6
P30366,S6T7,A20206,S6T7,none,none,nature,wild,none,S40367,S6T7,leaf,Emarginata_Plate5_2014,G2,2780,none,,S6,-33.37107,116.17477,S6T7_S6,C,4
P30367,S4T15,A20207,S4T15,none,none,nature,wild,none,S40368,S4T15,leaf,Emarginata_Plate5_2014,H2,3021,none,,S4,-32.79212,116.23014,S4T15_S4,B,5
P30368,S8T13,A20208,S8T13,none,none,nature,wild,none,S40369,S8T13,leaf,Emarginata_Plate5_2014,A3,2887,none,,S8,-33.92266,115.39412,S8T13_S8,D,1
P30369,S2T3,A20209,S2T3,none,none,nature,wild,none,S40370,S2T3,leaf,Emarginata_Plate5_2014,B3,2829,none,,S2,-32.37323,116.30935,S2T3_S2,A,5
P30370,LT9,A20210,LT9,none,none,nature,wild,none,S40371,LT9,leaf,Emarginata_Plate5_2014,C3,2814,none,,T1,-32.46771,116.43658,LT9_T1,A,6
P30371,LT78,A20211,LT78,none,none,nature,wild,none,S40372,LT78,leaf,Emarginata_Plate5_2014,D3,2875,none,,T4,-33.9157,115.51642,LT78_T4,D,1
P30372,LT36,A20212,LT36,none,none,nature,wild,none,S40373,LT36,leaf,Emarginata_Plate5_2014,E3,3000,none,,T2,-32.71958,116.02869,LT36_T2,B,3
P30373,LT74,A20213,LT74,none,none,nature,wild,none,S40374,LT74,leaf,Emarginata_Plate5_2014,F3,2879,none,,T4,-33.93232,115.32275,LT74_T4,D,1
P30374,LT31,A20214,LT31,none,none,nature,wild,none,S40375,LT31,leaf,Emarginata_Plate5_2014,G3,3020,none,,T2,-32.77691,116.1787,LT31_T2,B,4
P30375,LT21,A20215,LT21,none,none,nature,wild,none,S40376,LT21,leaf,Emarginata_Plate5_2014,H3,3047,none,,T2,-32.83907,116.46906,LT21_T2,B,6
P30376,LT38,A20216,LT38,none,none,nature,wild,none,S40377,LT38,leaf,Emarginata_Plate5_2014,A4,2998,none,,T2,-32.70288,115.95763,LT38_T2,B,2
P30377,S7T8,A20217,S7T8,none,none,nature,wild,none,S40378,S7T8,leaf,Emarginata_Plate5_2014,B4,2764,none,,S7,-33.23043,116.58174,S7T8_S7,C,8
P30378,S7T7,A20218,S7T7,none,none,nature,wild,none,S40379,S7T7,leaf,Emarginata_Plate5_2014,C4,2765,none,,S7,-33.23062,116.58412,S7T7_S7,C,8
P30379,LT106,A20219,LT106,none,none,nature,wild,none,S40380,LT106,leaf,Emarginata_Plate5_2014,D4,2955,none,,T5,-34.69292,116.70643,LT106_T5,E,9
P30380,S9T4,A20220,S9T4,none,none,nature,wild,none,S40381,S9T4,leaf,Emarginata_Plate5_2014,E4,2989,none,,S9,-34.07749,116.57375,S9T4_S9,D,8
P30381,S8T15,A20221,S8T15,none,none,nature,wild,none,S40382,S8T15,leaf,Emarginata_Plate5_2014,F4,2885,none,,S8,-33.92344,115.38905,S8T15_S8,D,1
P30382,S3T9,A20222,S3T9,none,none,nature,wild,none,S40383,S3T9,leaf,Emarginata_Plate5_2014,G4,2804,none,,S3,-32.45095,116.53497,S3T9_S3,A,7
P30383,LT68,A20223,LT68,none,none,nature,wild,none,S40384,LT68,leaf,Emarginata_Plate5_2014,H4,2900,none,,T5,-33.76601,115.42317,LT68_T5,E,1
P30384,S7T12,A20224,S7T12,none,none,nature,wild,none,S40385,S7T12,leaf,Emarginata_Plate5_2014,A5,2760,none,,S7,-33.23153,116.57593,S7T12_S7,C,8
P30385,S6T11,A20225,S6T11,none,none,nature,wild,none,S40386,S6T11,leaf,Emarginata_Plate5_2014,B5,2776,none,,S6,-33.37521,116.17411,S6T11_S6,C,4
P30386,S9T1,A20226,S9T1,none,none,nature,wild,none,S40387,S9T1,leaf,Emarginata_Plate5_2014,C5,2992,none,,S9,-34.07878,116.56883,S9T1_S9,D,7
P30387,LT116,A20227,LT116,none,none,nature,wild,none,S40388,LT116,leaf,Emarginata_Plate5_2014,D5,2945,none,,T5,-34.2188,115.97904,LT116_T5,E,2
P30388,LT67,A20228,LT67,none,none,nature,wild,none,S40389,LT67,leaf,Emarginata_Plate5_2014,E5,2738,none,,T3,-33.42204,115.62144,LT67_T3,C,1
P30389,S2T14,A20229,S2T14,none,none,nature,wild,none,S40390,S2T14,leaf,Emarginata_Plate5_2014,F5,2818,none,,S2,-32.38678,116.31481,S2T14_S2,A,6
P30390,LT53,A20230,LT53,none,none,nature,wild,none,S40391,LT53,leaf,Emarginata_Plate5_2014,G5,2753,none,,T3,-33.31055,116.47189,LT53_T3,C,7
P30391,S5T1,A20231,S5T1,none,none,nature,wild,none,S40392,S5T1,leaf,Emarginata_Plate5_2014,H5,3016,none,,S5,-32.7408,116.08,S5T1_S5,B,3
P30392,LT99,A20232,LT99,none,none,nature,wild,none,S40393,LT99,leaf,Emarginata_Plate5_2014,A6,2993,none,,T4,-34.09553,116.51817,LT99_T4,D,7
P30393,LT120,A20233,LT120,none,none,nature,wild,none,S40394,LT120,leaf,Emarginata_Plate5_2014,B6,2941,none,,T5,-33.62514,115.86021,LT120_T5,E,2
P30394,S1T2,A20234,S1T2,none,none,nature,wild,none,S40395,S1T2,leaf,Emarginata_Plate5_2014,C6,2856,none,,S1,-32.34024,116.07703,S1T2_S1,A,3
P30395,LT70,A20235,LT70,none,none,nature,wild,none,S40396,LT70,leaf,Emarginata_Plate5_2014,D6,2883,none,,T4,-33.97291,115.13964,LT70_T4,D,1
P30396,LT109,A20236,LT109,none,none,nature,wild,none,S40397,LT109,leaf,Emarginata_Plate5_2014,E6,2952,none,,T5,-34.5811,116.68137,LT109_T5,E,9
P30397,LT22,A20237,LT22,none,none,nature,wild,none,S40398,LT22,leaf,Emarginata_Plate5_2014,F6,3046,none,,T2,-32.83907,116.47041,LT22_T2,B,7
P30398,S6T12,A20238,S6T12,none,none,nature,wild,none,S40399,S6T12,leaf,Emarginata_Plate5_2014,G6,2775,none,,S6,-33.37577,116.1732,S6T12_S6,C,4
P30399,S2T7,A20239,S2T7,none,none,nature,wild,none,S40400,S2T7,leaf,Emarginata_Plate5_2014,H6,2825,none,,S2,-32.37845,116.31286,S2T7_S2,A,6
P30400,S1T19,A20240,S1T19,none,none,nature,wild,none,S40401,S1T19,leaf,Emarginata_Plate5_2014,A7,2839,none,,S1,-32.34934,116.10087,S1T19_S1,A,4
P30401,S9T13,A20241,S9T13,none,none,nature,wild,none,S40402,S9T13,leaf,Emarginata_Plate5_2014,B7,2980,none,,S9,-34.07409,116.58922,S9T13_S9,D,8
P30402,S9T10,A20242,S9T10,none,none,nature,wild,none,S40403,S9T10,leaf,Emarginata_Plate5_2014,C7,2983,none,,S9,-34.07557,116.5833,S9T10_S9,D,8
P30403,S4T11,A20243,S4T11,none,none,nature,wild,none,S40404,S4T11,leaf,Emarginata_Plate5_2014,D7,3025,none,,S4,-32.79195,116.22511,S4T11_S4,B,5
P30404,LT79,A20244,LT79,none,none,nature,wild,none,S40405,LT79,leaf,Emarginata_Plate5_2014,E7,2874,none,,T4,-33.91554,115.54929,LT79_T4,D,1
P30405,LT45,A20245,LT45,none,none,nature,wild,none,S40406,LT45,leaf,Emarginata_Plate5_2014,F7,2791,none,,T2,-32.81778,115.71828,LT45_T2,B,2
P30406,S5T8,A20246,S5T8,none,none,nature,wild,none,S40407,S5T8,leaf,Emarginata_Plate5_2014,G7,3009,none,,S5,-32.75279,116.08531,S5T8_S5,B,3
P30407,S5T11,A20247,S5T11,none,none,nature,wild,none,S40408,S5T11,leaf,Emarginata_Plate5_2014,H7,3006,none,,S5,-32.74231,116.07786,S5T11_S5,B,3
P30408,S2T9,A20248,S2T9,none,none,nature,wild,none,S40409,S2T9,leaf,Emarginata_Plate5_2014,A8,2823,none,,S2,-32.38077,116.31295,S2T9_S2,A,6
P30409,S3T4,A20249,S3T4,none,none,nature,wild,none,S40410,S3T4,leaf,Emarginata_Plate5_2014,B8,2809,none,,S3,-32.45071,116.52822,S3T4_S3,A,7
P30410,LT81,A20250,LT81,none,none,nature,wild,none,S40411,LT81,leaf,Emarginata_Plate5_2014,C8,2872,none,,T4,-33.9357,115.61216,LT81_T4,D,1
P30411,S1T6,A20251,S1T6,none,none,nature,wild,none,S40412,S1T6,leaf,Emarginata_Plate5_2014,D8,2852,none,,S1,-32.34248,116.08256,S1T6_S1,A,3
P30412,S10T9,A20252,S10T9,none,none,nature,wild,none,S40413,S10T9,leaf,Emarginata_Plate5_2014,E8,2962,none,,S10,-34.74038,116.70716,S10T9_S10,E,9
P30413,S8T9,A20253,S8T9,none,none,nature,wild,none,S40414,S8T9,leaf,Emarginata_Plate5_2014,F8,2891,none,,S8,-33.92172,115.40179,S8T9_S8,D,1
P30414,S2T11,A20254,S2T11,none,none,nature,wild,none,S40415,S2T11,leaf,Emarginata_Plate5_2014,G8,2821,none,,S2,-32.38353,116.3131,S2T11_S2,A,6
P30415,LT4,A20255,LT4,none,none,nature,wild,none,S40416,LT4,leaf,Emarginata_Plate5_2014,H8,2834,none,,T1,-32.37954,116.21782,LT4_T1,A,5
P30416,LT90,A20256,LT90,none,none,nature,wild,none,S40417,LT90,leaf,Emarginata_Plate5_2014,A9,2863,none,failed,T4,-34.0096,116.0072,LT90_T4,D,3
P30417,S7T13,A20257,S7T13,none,none,nature,wild,none,S40418,S7T13,leaf,Emarginata_Plate5_2014,B9,2759,none,,S7,-33.23148,116.57423,S7T13_S7,C,8
P30418,LT14,A20258,LT14,none,none,nature,wild,none,S40419,LT14,leaf,Emarginata_Plate5_2014,C9,3054,none,,T2,-32.83297,116.46999,LT14_T2,B,7
P30419,S5T3,A20259,S5T3,none,none,nature,wild,none,S40420,S5T3,leaf,Emarginata_Plate5_2014,D9,3014,none,,S5,-32.74479,116.08267,S5T3_S5,B,3
P30420,LT123,A20260,LT123,none,none,nature,wild,none,S40421,LT123,leaf,Emarginata_Plate5_2014,E9,2938,none,,T5,-33.08243,115.9172,LT123_T5,E,2
P30421,S5T12,A20261,S5T12,none,none,nature,wild,none,S40422,S5T12,leaf,Emarginata_Plate5_2014,F9,3005,none,,S5,-32.74072,116.07779,S5T12_S5,B,3
P30422,LT95,A20262,LT95,none,none,nature,wild,none,S40423,LT95,leaf,Emarginata_Plate5_2014,G9,2858,none,,T4,-34.0676,116.28853,LT95_T4,D,5
P30423,S3T6,A20263,S3T6,none,none,nature,wild,none,S40424,S3T6,leaf,Emarginata_Plate5_2014,H9,2807,none,,S3,-32.45087,116.5308,S3T6_S3,A,7
P30424,S2T5,A20264,S2T5,none,none,nature,wild,none,S40425,S2T5,leaf,Emarginata_Plate5_2014,A10,2827,none,,S2,-32.37593,116.311,S2T5_S2,A,6
P30425,LT75,A20265,LT75,none,none,nature,wild,none,S40426,LT75,leaf,Emarginata_Plate5_2014,B10,2878,none,,T4,-33.92703,115.35731,LT75_T4,D,1
P30426,LT59,A20266,LT59,none,none,nature,wild,none,S40427,LT59,leaf,Emarginata_Plate5_2014,C10,2746,none,,T3,-33.37497,116.21679,LT59_T3,C,5
P30427,S1T9,A20267,S1T9,none,none,nature,wild,none,S40428,S1T9,leaf,Emarginata_Plate5_2014,D10,2849,none,,S1,-32.34487,116.08659,S1T9_S1,A,3
P30428,S1T5,A20268,S1T5,none,none,nature,wild,none,S40429,S1T5,leaf,Emarginata_Plate5_2014,E10,2853,none,,S1,-32.342,116.08102,S1T5_S1,A,3
P30429,LT105,A20269,LT105,none,none,nature,wild,none,S40430,LT105,leaf,Emarginata_Plate5_2014,F10,2971,none,,T5,-34.78056,116.71911,LT105_T5,E,9
P30430,S1T3,A20270,S1T3,none,none,nature,wild,none,S40431,S1T3,leaf,Emarginata_Plate5_2014,G10,2855,none,failed,S1,-32.3407,116.07792,S1T3_S1,A,3
P30431,LT34,A20271,LT34,none,none,nature,wild,none,S40432,LT34,leaf,Emarginata_Plate5_2014,H10,3017,none,,T2,-32.73581,116.10424,LT34_T2,B,4
P30432,S10T5,A20272,S10T5,none,none,nature,wild,none,S40433,S10T5,leaf,Emarginata_Plate5_2014,A11,2966,none,,S10,-34.7485,116.71216,S10T5_S10,E,9
P30433,LT56,A20273,LT56,none,none,nature,wild,none,S40434,LT56,leaf,Emarginata_Plate5_2014,B11,2750,none,,T3,-33.36501,116.38746,LT56_T3,C,6
